time="2023-05-11 10:32:14" level=info msg="start server...\r\ngo：http://0.0.0.0:8081"
time="2023-05-11 10:32:53" level=info msg="| 200 |      2.0583ms |             ::1 | GET | / |"
time="2023-05-11 10:51:25" level=info msg="| 200 |      2.9531ms |             ::1 | GET | /chat_main |"
time="2023-05-11 10:51:25" level=info msg="| 200 |      4.8151ms |             ::1 | GET | /kefuinfo |"
time="2023-05-11 10:51:25" level=info msg="| 200 |      5.3265ms |             ::1 | GET | /visitors_kefu_online |"
time="2023-05-11 10:51:25" level=info msg="| 200 |      4.5643ms |             ::1 | GET | /replys |"
time="2023-05-11 10:51:25" level=info msg="| 200 |      1.5315ms |             ::1 | GET | /ipblacks |"
time="2023-05-11 10:51:26" level=info msg="| 200 |      1.1595ms |             ::1 | GET | /visitor?visitorId=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:51:26" level=info msg="| 200 |      1.7009ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:51:34" level=info msg="| 200 |      1.2809ms |             ::1 | GET | /visitor?visitorId=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:51:34" level=info msg="| 200 |    316.8212ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:51:38" level=info msg="| 200 |      3.7828ms |             ::1 | GET | /visitors?page=1 |"
time="2023-05-11 10:51:39" level=info msg="| 200 |      2.0426ms |             ::1 | GET | /visitors_kefu_online |"
time="2023-05-11 10:51:40" level=info msg="| 200 |      1.1652ms |             ::1 | GET | /visitor?visitorId=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:51:40" level=info msg="| 200 |      1.6986ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:52:00" level=info msg="send_kefu_message <nil> {\"type\":\"message\",\"data\":{\"name\":\"匿名网友\",\"avator\":\"/static/images/2.png\",\"id\":\"7d27761c-2470-4679-897d-5fddfb51945c\",\"visitor_id\":\"\",\"group\":\"\",\"time\":\"2023-05-11 10:52:00\",\"to_id\":\"kefu2\",\"content\":\"99\",\"city\":\"\",\"client_ip\":\"\",\"refer\":\"\",\"is_kefu\":\"no\"}}"
time="2023-05-11 10:52:00" level=info msg="| 200 |     12.4984ms |             ::1 | POST | /2/message |"
time="2023-05-11 10:52:03" level=info msg="| 200 |       784.2µs |             ::1 | GET | /visitor?visitorId=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:52:03" level=info msg="| 200 |      1.6755ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:52:04" level=info msg="| 200 |      1.0251ms |             ::1 | GET | /visitor?visitorId=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:52:04" level=info msg="| 200 |      2.4174ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:52:04" level=info msg="| 200 |      1.1589ms |             ::1 | GET | /visitors?page=1 |"
time="2023-05-11 10:52:05" level=info msg="| 200 |      2.4581ms |             ::1 | GET | /visitors_kefu_online |"
time="2023-05-11 10:52:06" level=info msg="| 200 |      1.3798ms |             ::1 | GET | /visitor?visitorId=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:52:06" level=info msg="| 200 |      2.3539ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:52:09" level=info msg="| 200 |      1.3724ms |             ::1 | GET | /visitors?page=1 |"
time="2023-05-11 10:52:10" level=info msg="| 200 |      2.8224ms |             ::1 | GET | /setting |"
time="2023-05-11 10:52:10" level=info msg="| 200 |   44.4631276s |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTY4Mzc3Mjg5Niwia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.eRvj6bCTgXhXplSImchg2MbrZjhQZK1ZGSda4npAo3M |"
time="2023-05-11 10:52:10" level=info msg="| 200 |       2.567ms |             ::1 | GET | /setting_statistics |"
time="2023-05-11 10:52:10" level=info msg="| 200 |      1.9943ms |             ::1 | GET | /statistics |"
time="2023-05-11 10:52:10" level=info msg="| 200 |      2.6744ms |             ::1 | GET | /chat_main |"
time="2023-05-11 10:52:10" level=info msg="| 200 |      2.6895ms |             ::1 | GET | /kefuinfo |"
time="2023-05-11 10:52:10" level=info msg="| 200 |      3.1331ms |             ::1 | GET | /visitors_kefu_online |"
time="2023-05-11 10:52:10" level=info msg="| 200 |    305.5756ms |             ::1 | GET | /ipblacks |"
time="2023-05-11 10:52:10" level=info msg="| 200 |    306.0864ms |             ::1 | GET | /replys |"
time="2023-05-11 10:52:34" level=info msg="| 200 |       708.4µs |             ::1 | GET | /visitor?visitorId=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:52:34" level=info msg="| 200 |      1.4177ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:52:35" level=info msg="| 200 |      1.2164ms |             ::1 | GET | /visitor?visitorId=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:52:35" level=info msg="| 200 |      1.6407ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:52:36" level=info msg="| 200 |      1.1627ms |             ::1 | GET | /visitor?visitorId=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:52:36" level=info msg="| 200 |      2.0543ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:52:44" level=info msg="| 200 |       635.4µs |             ::1 | GET | /visitor?visitorId=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:52:44" level=info msg="| 200 |      2.0578ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:52:45" level=info msg="| 200 |      1.0123ms |             ::1 | GET | /visitor?visitorId=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:52:45" level=info msg="| 200 |      1.5379ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:52:48" level=info msg="| 200 |       586.9µs |             ::1 | GET | /visitor?visitorId=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:52:48" level=info msg="| 200 |      1.3919ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:52:49" level=info msg="| 200 |      1.5037ms |             ::1 | GET | /visitors?page=1 |"
time="2023-05-11 10:52:52" level=info msg="| 200 |      1.0798ms |             ::1 | GET | /visitor?visitorId=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:52:52" level=info msg="| 200 |      1.3875ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:52:53" level=info msg="| 200 |      1.1403ms |             ::1 | GET | /visitor?visitorId=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:52:53" level=info msg="| 200 |      1.3763ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:52:53" level=info msg="| 200 |       827.7µs |             ::1 | GET | /visitor?visitorId=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:52:53" level=info msg="| 200 |      1.6883ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:52:54" level=info msg="| 200 |       570.2µs |             ::1 | GET | /visitor?visitorId=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:52:54" level=info msg="| 200 |      1.3743ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:52:56" level=info msg="| 200 |      1.2415ms |             ::1 | GET | /visitor?visitorId=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:52:56" level=info msg="| 200 |      1.5371ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:52:57" level=info msg="| 200 |      1.0527ms |             ::1 | GET | /visitor?visitorId=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:52:57" level=info msg="| 200 |      2.2621ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:53:00" level=info msg="| 200 |      1.2727ms |             ::1 | GET | /visitor?visitorId=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:53:00" level=info msg="| 200 |      1.1588ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:53:01" level=info msg="| 200 |       824.3µs |             ::1 | GET | /visitor?visitorId=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:53:01" level=info msg="| 200 |      1.5626ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:53:03" level=info msg="| 200 |       1.117ms |             ::1 | GET | /visitor?visitorId=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:53:03" level=info msg="| 200 |       2.347ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:53:03" level=info msg="| 200 |       1.086ms |             ::1 | GET | /visitor?visitorId=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:53:03" level=info msg="| 200 |      1.6813ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:53:10" level=info msg="| 200 |     307.682ms |             ::1 | GET | /visitor?visitorId=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:53:10" level=info msg="| 200 |    308.3176ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:53:12" level=info msg="| 200 |       1.302ms |             ::1 | GET | /visitor?visitorId=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:53:12" level=info msg="| 200 |      2.5837ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:53:13" level=info msg="| 200 |      1.8105ms |             ::1 | GET | /setting |"
time="2023-05-11 10:53:13" level=info msg="| 200 |  1m3.1928655s |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTY4Mzc3Mjg5Niwia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.eRvj6bCTgXhXplSImchg2MbrZjhQZK1ZGSda4npAo3M |"
time="2023-05-11 10:53:13" level=info msg="| 200 |      2.8661ms |             ::1 | GET | /setting_statistics |"
time="2023-05-11 10:53:14" level=info msg="| 200 |      1.3989ms |             ::1 | GET | /statistics |"
time="2023-05-11 10:53:14" level=info msg="| 200 |      2.9316ms |             ::1 | GET | /chat_main |"
time="2023-05-11 10:53:14" level=info msg="| 200 |      1.8422ms |             ::1 | GET | /kefuinfo |"
time="2023-05-11 10:53:14" level=info msg="| 200 |      1.6021ms |             ::1 | GET | /visitors_kefu_online |"
time="2023-05-11 10:53:15" level=info msg="| 200 |    315.1499ms |             ::1 | GET | /ipblacks |"
time="2023-05-11 10:53:15" level=info msg="| 200 |     316.822ms |             ::1 | GET | /replys |"
time="2023-05-11 10:53:16" level=info msg="| 200 |      1.3512ms |             ::1 | GET | /visitor?visitorId=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:53:16" level=info msg="| 200 |      2.5112ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:53:16" level=info msg="| 200 |      2.0437ms |             ::1 | GET | /visitors?page=1 |"
time="2023-05-11 10:53:23" level=info msg="| 200 |      2.1296ms |             ::1 | GET | /visitors_kefu_online |"
time="2023-05-11 10:53:24" level=info msg="| 200 |      2.3747ms |             ::1 | GET | /visitors?page=1 |"
time="2023-05-11 10:53:30" level=info msg="| 200 |      1.9806ms |             ::1 | GET | /visitors_kefu_online |"
time="2023-05-11 10:53:30" level=info msg="| 200 |      1.7859ms |             ::1 | GET | /visitors?page=1 |"
time="2023-05-11 10:53:37" level=info msg="send_kefu_message <nil> {\"type\":\"userOffline\",\"data\":{\"name\":\"局域网局域网网友\",\"uid\":\"432c2270-0844-4b10-b7eb-2536f3496566\"}}"
time="2023-05-11 10:53:37" level=info msg="| 200 | 6m56.0738941s |      10.10.10.6 | GET | /ws_visitor?visitor_id=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:54:17" level=info msg="| 200 |      2.7124ms |             ::1 | GET | /setting |"
time="2023-05-11 10:54:17" level=info msg="| 200 |  1m2.4332121s |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTY4Mzc3Mjg5Niwia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.eRvj6bCTgXhXplSImchg2MbrZjhQZK1ZGSda4npAo3M |"
time="2023-05-11 10:54:17" level=info msg="| 200 |      1.9757ms |             ::1 | GET | /setting_statistics |"
time="2023-05-11 10:54:17" level=info msg="| 200 |    307.9479ms |             ::1 | GET | /statistics |"
time="2023-05-11 10:54:19" level=info msg="| 200 |      3.0296ms |             ::1 | GET | /chat_main |"
time="2023-05-11 10:54:19" level=info msg="| 200 |      1.8953ms |             ::1 | GET | /kefuinfo |"
time="2023-05-11 10:54:19" level=info msg="| 200 |    307.9499ms |             ::1 | GET | /ipblacks |"
time="2023-05-11 10:54:19" level=info msg="| 200 |    308.4572ms |             ::1 | GET | /replys |"
time="2023-05-11 10:54:19" level=info msg="| 200 |    308.9953ms |             ::1 | GET | /visitors_kefu_online |"
time="2023-05-11 10:54:21" level=info msg="| 200 |      1.8505ms |             ::1 | GET | /visitors?page=1 |"
time="2023-05-11 10:54:23" level=info msg="| 200 |      2.0608ms |             ::1 | GET | /visitor?visitorId=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:54:23" level=info msg="| 200 |      1.7663ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:54:25" level=info msg="| 200 |      1.0736ms |             ::1 | GET | /visitor?visitorId=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:54:25" level=info msg="| 200 |      1.5505ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:54:25" level=info msg="| 200 |      1.9521ms |             ::1 | GET | /visitor?visitorId=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:54:25" level=info msg="| 200 |      1.5741ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:54:30" level=info msg="send_kefu_message <nil> {\"type\":\"userOnline\",\"data\":{\"avator\":\"/static/images/1.png\",\"last_message\":\"img[/static/upload/2023May/a7626c861e7527ffe14b32e6302e402a.png]\",\"uid\":\"432c2270-0844-4b10-b7eb-2536f3496566\",\"username\":\"局域网局域网网友\"}}"
time="2023-05-11 10:54:30" level=info msg="| 200 |       732.2µs |             ::1 | GET | /visitor?visitorId=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:54:31" level=info msg="| 200 |       877.2µs |      10.10.10.6 | GET | /notice?kefu_id=kefu2 |"
time="2023-05-11 10:54:31" level=info msg="send_kefu_message <nil> {\"type\":\"userOnline\",\"data\":{\"avator\":\"/static/images/1.png\",\"last_message\":\"img[/static/upload/2023May/a7626c861e7527ffe14b32e6302e402a.png]\",\"uid\":\"432c2270-0844-4b10-b7eb-2536f3496566\",\"username\":\"局域网局域网网友\"}}"
time="2023-05-11 10:54:31" level=info msg="| 200 |      1.0208ms |             ::1 | GET | /visitor?visitorId=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:54:31" level=info msg="| 200 |     359.657ms |      10.10.10.6 | GET | /ws_visitor?visitor_id=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:54:31" level=info msg="| 200 |      1.3006ms |      10.10.10.6 | GET | /notice?kefu_id=kefu2 |"
time="2023-05-11 10:54:35" level=info msg="send_kefu_message <nil> {\"type\":\"message\",\"data\":{\"name\":\"局域网局域网网友\",\"avator\":\"/static/images/1.png\",\"id\":\"432c2270-0844-4b10-b7eb-2536f3496566\",\"visitor_id\":\"\",\"group\":\"\",\"time\":\"2023-05-11 10:54:35\",\"to_id\":\"kefu2\",\"content\":\"666\",\"city\":\"\",\"client_ip\":\"\",\"refer\":\"\",\"is_kefu\":\"no\"}}"
time="2023-05-11 10:54:35" level=info msg="| 200 |      6.8194ms |      10.10.10.6 | POST | /2/message |"
time="2023-05-11 10:54:47" level=info msg="| 200 |      1.1652ms |             ::1 | GET | /visitor?visitorId=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:54:47" level=info msg="| 200 |      1.3605ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:54:48" level=info msg="| 200 |      1.3187ms |             ::1 | GET | /visitor?visitorId=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:54:48" level=info msg="| 200 |      1.3279ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:54:52" level=info msg="| 200 |      2.6262ms |             ::1 | GET | /setting |"
time="2023-05-11 10:54:52" level=info msg="| 200 |   32.8743617s |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTY4Mzc3Mjg5Niwia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.eRvj6bCTgXhXplSImchg2MbrZjhQZK1ZGSda4npAo3M |"
time="2023-05-11 10:54:52" level=info msg="| 200 |      3.0233ms |             ::1 | GET | /setting_statistics |"
time="2023-05-11 10:54:52" level=info msg="| 200 |      2.6075ms |             ::1 | GET | /statistics |"
time="2023-05-11 10:54:53" level=info msg="| 200 |      3.6344ms |             ::1 | GET | /chat_main |"
time="2023-05-11 10:54:53" level=info msg="| 200 |       543.7µs |             ::1 | GET | /ipblacks |"
time="2023-05-11 10:54:53" level=info msg="| 200 |      1.0586ms |             ::1 | GET | /visitors_kefu_online |"
time="2023-05-11 10:54:53" level=info msg="| 200 |      2.2418ms |             ::1 | GET | /kefuinfo |"
time="2023-05-11 10:54:53" level=info msg="| 200 |      1.6237ms |             ::1 | GET | /replys |"
time="2023-05-11 10:54:56" level=info msg="| 200 |      2.2884ms |             ::1 | GET | /setting |"
time="2023-05-11 10:54:56" level=info msg="| 200 |    3.1356654s |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTY4Mzc3Mjg5Niwia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.eRvj6bCTgXhXplSImchg2MbrZjhQZK1ZGSda4npAo3M |"
time="2023-05-11 10:54:56" level=info msg="| 200 |      1.6836ms |             ::1 | GET | /setting_statistics |"
time="2023-05-11 10:54:56" level=info msg="| 200 |      1.0674ms |             ::1 | GET | /statistics |"
time="2023-05-11 10:54:57" level=info msg="| 200 |      2.9511ms |             ::1 | GET | /chat_main |"
time="2023-05-11 10:54:57" level=info msg="| 200 |         511µs |             ::1 | GET | /ipblacks |"
time="2023-05-11 10:54:57" level=info msg="| 200 |      2.0219ms |             ::1 | GET | /kefuinfo |"
time="2023-05-11 10:54:57" level=info msg="| 200 |      1.0214ms |             ::1 | GET | /visitors_kefu_online |"
time="2023-05-11 10:54:57" level=info msg="| 200 |      1.5325ms |             ::1 | GET | /replys |"
time="2023-05-11 10:54:59" level=info msg="| 200 |      2.3431ms |             ::1 | GET | /setting |"
time="2023-05-11 10:54:59" level=info msg="| 200 |    2.0348365s |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTY4Mzc3Mjg5Niwia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.eRvj6bCTgXhXplSImchg2MbrZjhQZK1ZGSda4npAo3M |"
time="2023-05-11 10:54:59" level=info msg="| 200 |      2.8659ms |             ::1 | GET | /setting_statistics |"
time="2023-05-11 10:55:00" level=info msg="| 200 |      1.5024ms |             ::1 | GET | /statistics |"
time="2023-05-11 10:55:01" level=info msg="| 200 |      2.2454ms |             ::1 | GET | /setting_modifypass |"
time="2023-05-11 10:55:02" level=info msg="| 200 |      2.4801ms |             ::1 | GET | /setting_avator |"
time="2023-05-11 10:55:02" level=info msg="| 200 |      1.7486ms |             ::1 | GET | /kefuinfo |"
time="2023-05-11 10:55:04" level=info msg="| 200 |       2.246ms |             ::1 | GET | /setting_ipblack |"
time="2023-05-11 10:55:04" level=info msg="| 200 |      1.4337ms |             ::1 | GET | /ipblacks_all |"
time="2023-05-11 10:55:05" level=info msg="| 200 |       2.719ms |             ::1 | GET | /setting_config |"
time="2023-05-11 10:55:05" level=info msg="| 200 |      2.2185ms |             ::1 | GET | /configs |"
time="2023-05-11 10:55:06" level=info msg="| 200 |      2.5962ms |             ::1 | GET | /setting_ipblack |"
time="2023-05-11 10:55:06" level=info msg="| 200 |       1.075ms |             ::1 | GET | /ipblacks_all |"
time="2023-05-11 10:55:06" level=info msg="| 200 |      2.5717ms |             ::1 | GET | /setting_deploy |"
time="2023-05-11 10:55:07" level=info msg="| 200 |      2.4573ms |             ::1 | GET | /setting_ipblack |"
time="2023-05-11 10:55:07" level=info msg="| 200 |      1.6532ms |             ::1 | GET | /ipblacks_all |"
time="2023-05-11 10:55:07" level=info msg="| 200 |      1.7004ms |             ::1 | GET | /setting_config |"
time="2023-05-11 10:55:07" level=info msg="| 200 |      1.7645ms |             ::1 | GET | /configs |"
time="2023-05-11 10:55:10" level=info msg="| 200 |      2.9235ms |             ::1 | GET | /chat_main |"
time="2023-05-11 10:55:10" level=info msg="| 200 |       593.3µs |             ::1 | GET | /ipblacks |"
time="2023-05-11 10:55:10" level=info msg="| 200 |      1.2109ms |             ::1 | GET | /kefuinfo |"
time="2023-05-11 10:55:10" level=info msg="| 200 |      1.1044ms |             ::1 | GET | /visitors_kefu_online |"
time="2023-05-11 10:55:10" level=info msg="| 200 |      1.1044ms |             ::1 | GET | /replys |"
time="2023-05-11 10:55:11" level=info msg="| 200 |      1.2586ms |             ::1 | GET | /visitors?page=1 |"
time="2023-05-11 10:55:13" level=info msg="| 200 |      1.8399ms |             ::1 | GET | /visitors_kefu_online |"
time="2023-05-11 10:55:13" level=info msg="| 200 |      1.8681ms |             ::1 | GET | /visitors?page=1 |"
time="2023-05-11 10:55:16" level=info msg="| 200 |      1.7322ms |             ::1 | GET | /visitors_kefu_online |"
time="2023-05-11 10:55:17" level=info msg="| 200 |      1.0501ms |             ::1 | GET | /visitor?visitorId=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:55:17" level=info msg="| 200 |      1.6876ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:55:18" level=info msg="| 200 |      1.0516ms |             ::1 | GET | /visitor?visitorId=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:55:18" level=info msg="| 200 |      1.7208ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:56:03" level=info msg="| 200 |      2.7196ms |             ::1 | GET | /setting |"
time="2023-05-11 10:56:03" level=info msg="| 200 |   53.0619535s |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTY4Mzc3Mjg5Niwia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.eRvj6bCTgXhXplSImchg2MbrZjhQZK1ZGSda4npAo3M |"
time="2023-05-11 10:56:03" level=info msg="| 200 |      2.5563ms |             ::1 | GET | /setting_statistics |"
time="2023-05-11 10:56:03" level=info msg="| 200 |    310.0545ms |             ::1 | GET | /statistics |"
time="2023-05-11 10:56:04" level=info msg="| 200 |      2.9568ms |             ::1 | GET | /setting_modifypass |"
time="2023-05-11 10:56:05" level=info msg="| 200 |      2.2136ms |             ::1 | GET | /setting_avator |"
time="2023-05-11 10:56:05" level=info msg="| 200 |      1.8244ms |             ::1 | GET | /kefuinfo |"
time="2023-05-11 10:56:07" level=info msg="| 200 |      2.3224ms |             ::1 | GET | /setting_config |"
time="2023-05-11 10:56:07" level=info msg="| 200 |      1.7026ms |             ::1 | GET | /configs |"
time="2023-05-11 10:56:08" level=info msg="| 200 |      2.5631ms |             ::1 | GET | /setting_ipblack |"
time="2023-05-11 10:56:08" level=info msg="| 200 |      2.0753ms |             ::1 | GET | /ipblacks_all |"
time="2023-05-11 10:56:09" level=info msg="| 200 |      1.6389ms |             ::1 | GET | /setting_deploy |"
time="2023-05-11 10:56:10" level=info msg="| 200 |      2.8072ms |             ::1 | GET | /setting_ipblack |"
time="2023-05-11 10:56:10" level=info msg="| 200 |      1.2689ms |             ::1 | GET | /ipblacks_all |"
time="2023-05-11 10:56:10" level=info msg="| 200 |      2.1119ms |             ::1 | GET | /setting_config |"
time="2023-05-11 10:56:10" level=info msg="| 200 |      1.0941ms |             ::1 | GET | /configs |"
time="2023-05-11 10:56:12" level=info msg="| 200 |        2.88ms |             ::1 | GET | /setting_statistics |"
